timestamp,open,high,low,close,volume
1736413200000,1.03077,1.03175,1.03031,1.03056,14935.1
1736416800000,1.03057,1.03124,1.02996,1.03029,14578.85
1736420400000,1.0303,1.03044,1.02968,1.03011,15651.15
1736424000000,1.03011,1.03049,1.02959,1.03034,10193.49
1736427600000,1.03034,1.0319,1.03008,1.03078,11693.07
1736431200000,1.03078,1.03145,1.03052,1.03073,14999.16
1736434800000,1.03073,1.03095,1.02947,1.02992,11431.11
1736438400000,1.02993,1.0301,1.0291,1.02972,10411.85
1736442000000,1.02973,1.03017,1.02937,1.02974,7665.45
1736445600000,1.02972,1.03024,1.02939,1.03001,4984.62
1736449200000,1.03002,1.0302,1.02977,1.02979,3085.79
1736452800000,1.0298,1.03035,1.0298,1.03011,2238.14
1736456400000,1.0301,1.0301,1.0299,1.0299,2268.57
1736460000000,1.0299,1.03015,1.02959,1.03006,1445.91
1736463600000,1.03007,1.03013,1.02956,1.02964,1733.53
1736467200000,1.02965,1.03002,1.0292,1.02954,2592.91
1736470800000,1.02953,1.03044,1.02935,1.03018,2323.38
1736474400000,1.03018,1.03037,1.02983,1.03016,1504.52
1736478000000,1.03015,1.03032,1.02977,1.02985,1364.64
1736481600000,1.02983,1.02998,1.02935,1.0295,1356.06
1736485200000,1.0295,1.02974,1.02847,1.02857,4540.18
1736488800000,1.02858,1.02882,1.02812,1.02817,8059.64
1736492400000,1.02817,1.02972,1.02811,1.0297,9771.68
1736496000000,1.02971,1.03118,1.02927,1.03027,17725.72
1736499600000,1.03027,1.03058,1.0299,1.02998,12431.45
1736503200000,1.02999,1.03057,1.02997,1.03021,10270.27
1736506800000,1.03021,1.03052,1.02988,1.03016,10371.19
1736510400000,1.03016,1.03093,1.02992,1.03055,7453.62
1736514000000,1.03054,1.03118,1.02127,1.02563,45832.79
1736517600000,1.02563,1.02727,1.02442,1.02522,50314.28
1736521200000,1.02522,1.02787,1.02361,1.02503,25155.52
1736524800000,1.02503,1.02511,1.02275,1.02373,13971.07
1736528400000,1.02373,1.02506,1.02329,1.02445,10350.56
1736532000000,1.02444,1.0246,1.02359,1.02415,11503.63
1736535600000,1.02417,1.02489,1.02348,1.02454,11224.35
1736539200000,1.02454,1.02458,1.0237,1.02446,8372.55
1736542800000,1.02445,1.02488,1.024,1.024,3814.11
1736719200000,1.02357,1.02464,1.02357,1.02462,1283.68
1736722800000,1.02461,1.02468,1.02387,1.02429,4563.64
1736726400000,1.0243,1.02452,1.02364,1.02424,8104.37
1736730000000,1.02424,1.02499,1.02392,1.02417,10544.98
1736733600000,1.02417,1.02451,1.02384,1.02401,6706.66
1736737200000,1.02402,1.02404,1.02128,1.02153,11443.68
1736740800000,1.02154,1.02198,1.02076,1.02117,8623.72
1736744400000,1.02116,1.02203,1.02102,1.02194,7581.97
1736748000000,1.02193,1.02248,1.02143,1.02173,9911.8
1736751600000,1.02166,1.02235,1.02074,1.02152,18901.3
1736755200000,1.02151,1.02312,1.02136,1.02215,29641.36
1736758800000,1.02214,1.02239,1.01772,1.01932,26617.6
1736762400000,1.01931,1.02074,1.01926,1.02019,9146.79
1736766000000,1.02018,1.0204,1.0186,1.01958,8691.13
1736769600000,1.01958,1.02061,1.01878,1.02027,8593.35
1736773200000,1.02027,1.02207,1.01964,1.02083,11349.84
1736776800000,1.02083,1.02126,1.02003,1.0208,18604.79
1736780400000,1.02082,1.02088,1.01957,1.01968,13650.96
1736784000000,1.01969,1.02174,1.01916,1.0208,8826.87
1736787600000,1.02081,1.02195,1.0207,1.02178,7058.53
1736791200000,1.02179,1.02213,1.02122,1.02161,5351.38
1736794800000,1.02159,1.02161,1.02071,1.02071,4651.55
1736798400000,1.02071,1.02175,1.02069,1.02165,3025.32
1736802000000,1.02167,1.02466,1.02163,1.02441,2955.1
1736805600000,1.02677,1.02727,1.02371,1.02371,4008.22
1736809200000,1.02581,1.02774,1.02507,1.02639,4519.44
1736812800000,1.02637,1.02637,1.02457,1.02478,5254.35
1736816400000,1.0248,1.02499,1.02411,1.0249,5679.97
1736820000000,1.0249,1.02502,1.02384,1.02446,5031.56
1736823600000,1.02445,1.02552,1.02438,1.02486,3258.73
1736827200000,1.02485,1.0255,1.02451,1.02502,2179.32
1736830800000,1.02501,1.02516,1.02422,1.02447,3351.66
1736834400000,1.02452,1.02532,1.02451,1.02526,4204.11
1736838000000,1.02527,1.0266,1.02499,1.02543,9184.14
1736841600000,1.02544,1.02748,1.02529,1.02614,11996.72
1736845200000,1.02613,1.02664,1.02535,1.02595,10291.9
1736848800000,1.02595,1.02635,1.02519,1.02599,7641.66
1736852400000,1.02598,1.02631,1.02524,1.0254,6040.45
1736856000000,1.0254,1.02551,1.02394,1.02479,9284.4
1736859600000,1.02478,1.02731,1.02421,1.02531,30389.43
1736863200000,1.02531,1.02748,1.02435,1.0268,27563.36
1736866800000,1.02682,1.02958,1.0263,1.02949,17813.21
1736870400000,1.02948,1.03043,1.02828,1.02914,12349.33
1736874000000,1.02913,1.02913,1.0279,1.02882,7005.01
1736877600000,1.02881,1.03003,1.02867,1.02992,4729.61
1736881200000,1.02992,1.03054,1.02963,1.02981,3229.06
1736884800000,1.02981,1.03086,1.02965,1.03018,3945.31
1736888400000,1.03019,1.03082,1.03007,1.03076,2254.02
1736892000000,1.03066,1.03074,1.03017,1.03043,1038.69
1736895600000,1.03068,1.03081,1.03023,1.03062,1545.4
1736899200000,1.03061,1.03061,1.02997,1.03011,2530.37
1736902800000,1.03012,1.03048,1.02978,1.03,3483.82
1736906400000,1.03,1.03014,1.02953,1.0297,3035.44
1736910000000,1.0297,1.03021,1.02963,1.03019,2233.49
1736913600000,1.03019,1.03025,1.02975,1.03023,2042.48
1736917200000,1.03022,1.03052,1.02925,1.02932,3160.87
1736920800000,1.0293,1.02986,1.02919,1.02961,2795.29
1736924400000,1.02963,1.03081,1.02866,1.03058,12306.19
1736928000000,1.03058,1.03171,1.02942,1.02964,12446.98
1736931600000,1.02964,1.03131,1.0296,1.03098,8290.31
1736935200000,1.03098,1.0314,1.03007,1.03075,8718.11
1736938800000,1.03075,1.03122,1.02995,1.03011,11448.74
1736942400000,1.0301,1.03066,1.02934,1.02997,8426.73
1736946000000,1.02996,1.03544,1.02961,1.03444,37378.41
1736949600000,1.03444,1.03456,1.03251,1.03271,36927.04
1736953200000,1.03271,1.03309,1.02988,1.03061,24703.38
1736956800000,1.0306,1.03077,1.0259,1.02811,27043.68
1736960400000,1.02813,1.02931,1.02809,1.02855,8851.76
1736964000000,1.0286,1.02929,1.02843,1.02921,5383.44
1736967600000,1.02923,1.02946,1.02892,1.02932,3082.81
1736971200000,1.02931,1.02988,1.02902,1.02958,3066.68
1736974800000,1.02959,1.02962,1.0288,1.0288,2111.73
1736978400000,1.02915,1.02939,1.0288,1.029,991.75
1736982000000,1.02923,1.02954,1.02906,1.0295,2564.35
1736985600000,1.0295,1.02998,1.02848,1.02988,3910.46
1736989200000,1.0299,1.02995,1.02875,1.02895,4763.26
1736992800000,1.02888,1.0293,1.02848,1.02869,4459.19
1736996400000,1.02869,1.02889,1.02845,1.02888,2210.38
1737000000000,1.02888,1.02937,1.02853,1.02869,2094.99
1737003600000,1.0287,1.02871,1.02809,1.02824,4862.74
1737007200000,1.02823,1.02895,1.02822,1.02888,6973.19
1737010800000,1.02888,1.03014,1.02859,1.02975,10256.61
1737014400000,1.02976,1.02999,1.02879,1.02959,16178.01
1737018000000,1.0296,1.02988,1.02816,1.0286,13701.96
1737021600000,1.02861,1.02961,1.02827,1.02855,11933.45
1737025200000,1.02854,1.02919,1.02839,1.02901,10100.47
1737028800000,1.029,1.02901,1.0264,1.02717,19280.08
1737032400000,1.02718,1.02851,1.02604,1.02814,33813.07
1737036000000,1.02814,1.02838,1.02678,1.02791,19345.14
1737039600000,1.02791,1.03056,1.02741,1.03008,22614.49
1737043200000,1.03009,1.03115,1.02861,1.03022,26538.59
1737046800000,1.03024,1.03149,1.02943,1.02964,12779.05
1737050400000,1.02962,1.03027,1.02934,1.03002,9415.88
1737054000000,1.03,1.03077,1.02976,1.03019,4497.4
1737057600000,1.03017,1.03037,1.02971,1.03,3285.47
1737061200000,1.02999,1.03034,1.02966,1.0299,3037.7
1737064800000,1.02996,1.03021,1.02979,1.03008,1991.75
1737068400000,1.03009,1.03042,1.02999,1.03005,1521.5
1737072000000,1.03012,1.03067,1.02979,1.03047,3038.04
1737075600000,1.03048,1.03093,1.03014,1.03049,3270.81
1737079200000,1.0307,1.0309,1.03029,1.03033,3728.12
1737082800000,1.03032,1.03049,1.02999,1.03005,2849.82
1737086400000,1.03005,1.03009,1.02918,1.02936,1873.91
1737090000000,1.02937,1.02951,1.02874,1.02932,2917.57
1737093600000,1.02933,1.02938,1.02851,1.02904,5815.37
1737097200000,1.02903,1.02909,1.02776,1.02844,15048.3
1737100800000,1.02844,1.02986,1.02844,1.02969,7526.61
1737104400000,1.02969,1.0304,1.02892,1.02964,14695.1
1737108000000,1.02968,1.0306,1.02965,1.03036,10737.89
1737111600000,1.03037,1.031,1.02989,1.03045,10258.19
1737115200000,1.03045,1.03064,1.02902,1.02929,17063.63
1737118800000,1.0293,1.02995,1.02854,1.02901,19249.09
1737122400000,1.02902,1.03023,1.02652,1.02985,30635.78
1737126000000,1.02984,1.03306,1.02954,1.02989,25587.33
1737129600000,1.02988,1.03003,1.02818,1.02861,20788.71
1737133200000,1.02861,1.0291,1.02789,1.02807,12595.31
1737136800000,1.02806,1.0292,1.0279,1.0281,8518.98
1737140400000,1.02809,1.02841,1.02727,1.02761,8150.16
1737144000000,1.02762,1.02815,1.02737,1.02753,6156.56
1737147600000,1.02753,1.02753,1.02681,1.0271,4322.7
1737324000000,1.02792,1.02812,1.02733,1.02773,2315.31
1737327600000,1.02775,1.02807,1.02663,1.02804,4982.99
1737331200000,1.02805,1.02901,1.02782,1.02865,8612.51
1737334800000,1.02864,1.02929,1.02791,1.02906,9327.05
1737338400000,1.02905,1.02922,1.02868,1.02909,7770.31
1737342000000,1.02908,1.03064,1.02908,1.03062,7944.72
1737345600000,1.03063,1.03071,1.03018,1.03042,5691.46
1737349200000,1.03043,1.03063,1.03017,1.03024,5400.36
1737352800000,1.03024,1.03188,1.02994,1.03103,7114.59
1737356400000,1.03103,1.03184,1.03057,1.03167,6797.49
1737360000000,1.03167,1.03175,1.03068,1.03098,9202.63
1737363600000,1.03097,1.03168,1.0305,1.03061,17867.36
1737367200000,1.03062,1.03223,1.03062,1.03149,12125.15
1737370800000,1.0315,1.03263,1.0313,1.0326,9780.49
1737374400000,1.03261,1.03264,1.03149,1.03197,10970.72
1737378000000,1.032,1.03999,1.03077,1.0398,27188.56
1737381600000,1.0398,1.043,1.03793,1.04148,27014.36
1737385200000,1.04147,1.04298,1.03848,1.04003,17616.54
1737388800000,1.04005,1.04056,1.03906,1.03983,7823.92
1737392400000,1.03982,1.04021,1.03534,1.03854,13391.91
1737396000000,1.03853,1.03966,1.03832,1.03965,2922.63
1737399600000,1.03964,1.0423,1.03904,1.04207,3359.3
1737403200000,1.04206,1.04342,1.04118,1.04159,5890.3
1737406800000,1.0416,1.04191,1.04097,1.04155,3102.68
1737410400000,1.04156,1.04172,1.04106,1.04125,1116.21
1737414000000,1.04136,1.04255,1.04108,1.04208,5196.53
1737417600000,1.04209,1.04343,1.03528,1.03621,21966.99
1737421200000,1.0362,1.03976,1.03556,1.037,18603.63
1737424800000,1.037,1.03902,1.0369,1.03876,8643.59
1737428400000,1.03877,1.04008,1.03852,1.03874,5344.09
1737432000000,1.03874,1.03989,1.03849,1.03897,3551.09
1737435600000,1.03897,1.0392,1.03773,1.03787,3450.25
1737439200000,1.03789,1.03814,1.03665,1.0369,5005.94
1737442800000,1.03687,1.03861,1.03651,1.03734,7550.74
1737446400000,1.03734,1.03734,1.03501,1.03607,9981.18
1737450000000,1.03606,1.03637,1.0342,1.03533,11184.96
1737453600000,1.03532,1.03595,1.0343,1.03528,12340.22
1737457200000,1.03528,1.03579,1.03428,1.03533,7862.86
1737460800000,1.03532,1.03581,1.03456,1.0354,10168.31
1737464400000,1.03541,1.03778,1.03527,1.03777,12117.49
1737468000000,1.0378,1.03984,1.03728,1.03868,14855.6
1737471600000,1.03867,1.04104,1.03786,1.04006,15115.86
1737475200000,1.04005,1.04227,1.03984,1.04223,10284.87
1737478800000,1.04223,1.04299,1.04211,1.04211,7421.03
1737482400000,1.04211,1.04353,1.04197,1.04289,4896.71
1737486000000,1.04289,1.04305,1.0416,1.04179,3994.03
1737489600000,1.04178,1.04215,1.04157,1.04199,4946.86
1737493200000,1.04199,1.04296,1.04188,1.04253,2257.65
1737496800000,1.04267,1.04334,1.04214,1.0423,2518.45
1737500400000,1.0426,1.04273,1.03921,1.04057,8018.56
1737504000000,1.04057,1.04245,1.04057,1.0423,4152.35
1737507600000,1.0423,1.04231,1.04075,1.04095,5060.8
1737511200000,1.04095,1.04162,1.04061,1.04136,3912.15
1737514800000,1.04136,1.04156,1.041,1.04119,2623.29
1737518400000,1.04119,1.04213,1.04113,1.04171,2397.38
1737522000000,1.0417,1.04179,1.04082,1.04156,2351.02
1737525600000,1.04156,1.04185,1.03998,1.04036,5374.44
1737529200000,1.04037,1.04196,1.04033,1.04117,7599.59
1737532800000,1.04117,1.04239,1.04095,1.0423,12337.84
1737536400000,1.04232,1.04473,1.04199,1.04463,14111.71
1737540000000,1.04464,1.04573,1.04426,1.04499,11301.93
1737543600000,1.04498,1.04562,1.04404,1.04427,7417.16
1737547200000,1.04426,1.04427,1.0431,1.0438,8151.79
1737550800000,1.04382,1.04457,1.04221,1.04316,11068.06
1737554400000,1.04314,1.04319,1.04141,1.04244,19771.53
1737558000000,1.04244,1.04249,1.04147,1.04199,16272.51
1737561600000,1.04198,1.04226,1.04121,1.04194,8994.98
1737565200000,1.04195,1.04203,1.04119,1.04169,7226.08
1737568800000,1.0417,1.0421,1.04117,1.0416,6159.41
1737572400000,1.04161,1.04227,1.04155,1.04201,3927.6
1737576000000,1.042,1.04228,1.0411,1.04121,6483.09
1737579600000,1.04123,1.04131,1.04077,1.04077,4373
1737583200000,1.04099,1.04109,1.04061,1.04093,539.97
1737586800000,1.04071,1.0409,1.04052,1.04077,2005.54
1737590400000,1.04076,1.04116,1.04067,1.04103,3256.7
1737594000000,1.04102,1.04158,1.04019,1.04035,5697.42
1737597600000,1.04035,1.04061,1.03967,1.04035,5497.34
1737601200000,1.04035,1.0409,1.04029,1.04088,3380.67
1737604800000,1.04086,1.04127,1.04086,1.04107,2681.89
1737608400000,1.04107,1.04115,1.04041,1.04051,3216.66
1737612000000,1.0405,1.0412,1.04028,1.04033,4630.41
1737615600000,1.04033,1.04054,1.03899,1.04,9360.57
1737619200000,1.03999,1.04022,1.03902,1.03939,9188.58
1737622800000,1.03939,1.04147,1.03933,1.04115,9218.78
1737626400000,1.04116,1.04203,1.04098,1.04112,7561.38
1737630000000,1.04111,1.0414,1.04011,1.04031,8001.11
1737633600000,1.04032,1.0406,1.0394,1.04035,8659.73
1737637200000,1.04036,1.04149,1.03972,1.04107,16355.61
1737640800000,1.04107,1.04179,1.04057,1.04086,10706.88
1737644400000,1.04088,1.04097,1.03869,1.03972,16702.81
1737648000000,1.03973,1.0429,1.03719,1.04193,24435.68
1737651600000,1.0419,1.04378,1.04136,1.04351,9953.56
1737655200000,1.04352,1.04369,1.04217,1.04238,8848.01
1737658800000,1.04237,1.04264,1.04197,1.04227,4561.83
1737662400000,1.04227,1.04289,1.04158,1.04172,5804.96
1737666000000,1.04172,1.04191,1.04126,1.04148,2958.3
1737669600000,1.0414,1.04179,1.04131,1.04163,1338.41
1737673200000,1.0416,1.04175,1.04143,1.04166,1447.47
1737676800000,1.04155,1.0423,1.04133,1.0419,3532.07
1737680400000,1.04192,1.04201,1.04115,1.04157,5309.65
1737684000000,1.04158,1.04489,1.04158,1.04486,10259.07
1737687600000,1.04485,1.04537,1.04364,1.0446,10755.08
1737691200000,1.04459,1.04513,1.04434,1.04472,5607.33
1737694800000,1.04471,1.04537,1.04436,1.04513,4811.61
1737698400000,1.04512,1.04708,1.04492,1.04572,8936.86
1737702000000,1.04572,1.04647,1.04471,1.04608,11108.76
1737705600000,1.04608,1.04952,1.04577,1.04931,16652.68
1737709200000,1.04931,1.0515,1.04907,1.04942,16016.28
1737712800000,1.04944,1.04977,1.0486,1.0489,8853.67
1737716400000,1.04891,1.0493,1.04811,1.04859,6513.05
1737720000000,1.04858,1.04875,1.04732,1.04736,8065.73
1737723600000,1.04737,1.04797,1.04636,1.04685,10090.9
1737727200000,1.04683,1.0494,1.04671,1.04916,14794.41
1737730800000,1.04916,1.05206,1.04894,1.05162,19517.89
1737734400000,1.05162,1.05203,1.05054,1.05145,13869.6
1737738000000,1.05143,1.05213,1.05097,1.05109,8210.42
1737741600000,1.05109,1.05118,1.04939,1.0495,5035.66
1737745200000,1.04952,1.04985,1.0492,1.04952,4096.59
1737748800000,1.04952,1.04961,1.04881,1.04945,3313.77
1737752400000,1.04948,1.04972,1.04891,1.04919,2614.81
1737928800000,1.04763,1.04846,1.04753,1.0482,1156.17
1737932400000,1.04826,1.04851,1.04651,1.04673,3774.79
1737936000000,1.04673,1.04762,1.04652,1.04727,4929.76
1737939600000,1.04726,1.04787,1.0461,1.04628,7387.81
1737943200000,1.04627,1.04665,1.04588,1.04659,4529.66
1737946800000,1.04659,1.04774,1.04632,1.04684,5445.01
1737950400000,1.04685,1.04688,1.04598,1.04632,4249.35
1737954000000,1.04632,1.04645,1.04558,1.04628,6019.1
1737957600000,1.04628,1.04653,1.04569,1.04591,5356.96
1737961200000,1.04593,1.04711,1.04539,1.0457,10766.45
1737964800000,1.04568,1.04886,1.04543,1.04873,15708.92
1737968400000,1.04874,1.04936,1.04751,1.04886,17306.92
1737972000000,1.04886,1.05089,1.04886,1.05055,16211.12
1737975600000,1.05053,1.0518,1.05044,1.05129,13290.72
1737979200000,1.05129,1.05278,1.05088,1.05213,9856.15
1737982800000,1.05211,1.0533,1.05096,1.05198,21526.37
1737986400000,1.05197,1.05243,1.05077,1.05092,15465.94
1737990000000,1.05092,1.05097,1.04938,1.04989,19736.9
1737993600000,1.04989,1.05076,1.0489,1.04906,16923.64
1737997200000,1.04906,1.04946,1.04846,1.04885,9332.2
1738000800000,1.04884,1.04941,1.04816,1.04846,9249.16
1738004400000,1.04848,1.04927,1.04791,1.04925,7179.6
1738008000000,1.04926,1.04942,1.04872,1.04879,11820.39
1738011600000,1.04878,1.04922,1.04858,1.04911,2217.72
1738015200000,1.04889,1.04932,1.04871,1.04907,1445.08
1738018800000,1.04883,1.04888,1.04283,1.04369,13967.03
1738022400000,1.04369,1.04517,1.04322,1.04451,9905.37
1738026000000,1.04452,1.04564,1.04298,1.04377,7205.85
1738029600000,1.0437,1.04414,1.04244,1.04336,7152.06
1738033200000,1.04335,1.04393,1.0429,1.04292,5178.84
1738036800000,1.04291,1.04344,1.04254,1.04335,4373.3
1738040400000,1.04335,1.04389,1.04332,1.04363,3209.3
1738044000000,1.04362,1.04442,1.04336,1.04374,4804.13
1738047600000,1.04375,1.04428,1.04279,1.04341,7900.7
1738051200000,1.04341,1.04357,1.04194,1.04251,12010.67
1738054800000,1.04254,1.04441,1.04224,1.04351,11432.06
1738058400000,1.04351,1.04373,1.04247,1.04247,6488.17
1738062000000,1.04247,1.04325,1.04226,1.04232,5906.04
1738065600000,1.04235,1.04255,1.04137,1.042,10202.99
1738069200000,1.042,1.04311,1.04171,1.04247,12629.2
1738072800000,1.04245,1.04409,1.0424,1.04315,13134.73
1738076400000,1.04312,1.04394,1.04209,1.0424,12027.64
1738080000000,1.04241,1.04328,1.04224,1.0426,13843.88
